date,date_es,scheduled,pending,disabled,scheduled_ar,pending_ar,disabled_ar,scheduled_ca,pending_ca,disabled_ca,scheduled_cl,pending_cl,disabled_cl,scheduled_co,pending_co,disabled_co,scheduled_du,pending_du,disabled_du,scheduled_fd,pending_fd,disabled_fd,scheduled_fs,pending_fs,disabled_fs,scheduled_la,pending_la,disabled_la,scheduled_ma,pending_ma,disabled_ma,scheduled_mo,pending_mo,disabled_mo,scheduled_pa,pending_pa,disabled_pa,scheduled_rn,pending_rn,disabled_rn,scheduled_ro,pending_ro,disabled_ro,scheduled_rv,pending_rv,disabled_rv,scheduled_sa,pending_sa,disabled_sa,scheduled_sj,pending_sj,disabled_sj,scheduled_so,pending_so,disabled_so,scheduled_ta,pending_ta,disabled_ta,scheduled_tt,pending_tt,disabled_tt
2021-07-16,16-07-2021,108182,12477,1151,1594,27,4,28554,2372,233,2107,211,11,2914,271,22,652,28,11,1086,99,19,333,0,2,992,0,9,6427,293,52,39964,7766,675,2906,440,19,1212,30,4,1713,40,9,2290,174,9,8690,16,31,2505,419,14,1258,0,12,2127,266,12,858,25,3
2021-07-17,17-07-2021,92953,13279,1077,1656,28,3,25597,2712,218,2143,254,11,2577,316,17,667,29,10,1090,118,18,326,0,2,1030,2,9,5682,385,48,29937,7762,642,2104,492,18,1182,34,4,1714,64,9,2300,229,9,8716,22,26,1934,495,11,1311,0,10,2108,306,9,879,31,3
2021-07-18,18-07-2021,92611,16596,1077,1777,33,3,24647,3386,218,2200,342,11,2661,400,17,716,29,10,1104,161,18,345,0,2,1077,6,9,5732,571,48,29596,9467,642,2111,585,18,1249,41,4,1753,111,9,2318,312,9,8948,36,26,1957,610,11,1386,0,10,2116,454,9,918,52,3
2021-07-19,19-07-2021,95544,24310,997,2025,64,3,25082,5045,200,2293,577,7,2828,581,17,814,31,10,1145,259,17,401,0,2,1124,57,7,5837,979,45,30505,13019,603,2136,835,17,1363,59,4,1821,244,9,2333,535,9,9162,393,21,2000,836,9,1519,18,7,2154,695,9,1002,83,1
2021-07-20,20-07-2021,82486,29399,983,2058,192,3,22323,6098,196,2271,757,7,2655,741,17,765,70,10,960,330,17,411,19,2,1131,108,7,4314,1301,45,24328,14939,594,2145,994,17,1395,99,3,1781,335,10,2207,714,8,8030,680,21,1447,986,9,1377,73,7,1937,836,9,951,127,1
2021-07-21,21-07-2021,104942,1706,972,2054,47,3,26149,17,193,2813,1,7,3567,95,17,877,19,10,1337,52,16,468,0,2,1181,1,7,4751,2,44,36179,579,589,2765,415,17,1494,7,3,2164,125,10,3131,32,8,8063,1,20,2598,3,9,1508,49,7,2679,260,9,1164,1,1
2021-07-22,22-07-2021,93998,3611,940,2174,59,3,22227,567,181,1736,94,7,3407,213,16,892,39,9,1414,34,15,470,8,2,1201,31,7,4761,144,42,32340,960,575,2780,530,17,1536,41,3,1914,197,10,3174,140,8,5683,174,20,2632,81,9,1536,95,7,2918,163,9,1203,41,0
2021-07-23,23-07-2021,88242,230,913,2405,0,3,19689,13,174,1871,1,7,3462,0,16,997,17,9,1559,0,12,500,1,2,1245,0,7,3869,1,42,30338,39,563,3525,0,16,1077,11,3,2251,0,10,2720,13,8,4003,0,18,3101,0,9,1673,79,5,2684,55,9,1273,0,0
2021-07-24,24-07-2021,62840,211,888,1155,0,3,16037,7,167,1447,0,7,1845,0,16,189,17,9,782,0,11,161,0,2,389,0,7,2658,0,42,25985,24,549,2340,0,16,440,10,3,939,1,10,1496,11,8,2840,4,17,1839,0,9,349,81,5,1499,56,7,450,0,0
2021-07-25,25-07-2021,62554,259,850,782,0,3,16614,9,153,1513,0,6,1944,0,16,204,19,9,798,0,11,174,0,2,424,3,7,2822,6,40,24768,31,534,2081,0,12,469,11,2,1005,1,9,1567,12,8,2999,11,17,1936,1,9,398,96,5,1568,56,7,488,3,0
2021-07-26,26-07-2021,64189,300,819,857,1,3,15824,7,149,1615,0,6,2079,0,15,225,19,9,840,0,9,191,0,2,458,14,6,3017,12,39,25826,30,516,2174,0,12,511,15,2,1072,0,9,1667,13,8,3161,14,14,2045,1,8,444,102,5,1661,59,7,522,13,0
2021-07-27,27-07-2021,46777,489,786,770,1,3,12645,24,142,1074,2,6,1174,1,15,83,25,9,651,1,9,90,4,2,203,31,6,2268,17,38,20251,58,495,1693,2,11,243,31,2,838,2,8,1226,35,7,1542,43,14,835,5,8,276,124,5,532,63,6,383,20,0
2021-07-28,28-07-2021,44052,559,764,868,0,3,11556,10,134,1085,0,6,1325,2,15,128,26,8,487,0,9,97,3,2,192,34,6,2464,23,35,17675,36,486,1808,0,11,286,29,2,827,13,8,1302,84,6,1762,47,14,920,32,8,328,134,5,629,64,6,313,22,0
2021-07-29,29-07-2021,46737,830,738,948,0,2,11512,9,126,1208,0,5,1472,0,12,163,26,8,528,0,9,102,4,2,229,37,6,2635,55,35,19084,31,473,1901,0,11,331,35,2,898,23,8,1307,217,6,1964,70,14,968,90,8,369,143,5,749,63,6,369,27,0
2021-07-30,30-07-2021,45576,1085,737,1021,0,2,10438,9,126,1269,0,5,1532,0,12,172,26,8,542,0,9,106,4,2,242,42,6,2019,149,35,19006,31,472,1956,3,11,377,39,2,937,27,8,1314,301,6,2066,74,14,1012,128,8,390,150,5,790,63,6,387,39,0
2021-08-02,02-08-2021,35957,1382,663,456,5,0,9009,70,108,1269,4,4,1532,12,11,172,27,8,514,8,6,106,3,2,242,41,5,1356,178,28,12332,166,431,1834,7,9,377,42,2,797,32,4,1314,300,7,2067,89,10,1012,148,4,391,161,2,790,49,22,387,40,0
2021-08-03,03-08-2021,29604,7216,663,453,178,0,6360,1161,108,1267,166,4,1259,214,11,172,66,8,479,97,6,105,18,2,240,129,5,1352,544,28,9374,2547,431,1832,156,9,366,135,2,540,127,4,1310,518,7,2061,377,10,1007,306,4,391,237,2,788,138,22,248,102,0
2021-08-04,04-08-2021,22114,12774,620,451,326,0,4306,2287,97,710,296,3,1253,436,8,171,115,9,475,165,6,105,40,2,239,199,5,1313,843,26,6117,4676,408,1112,303,6,230,219,0,490,241,4,1305,713,7,1575,659,10,1006,510,4,223,317,3,786,261,22,247,168,0
2021-08-05,05-08-2021,15439,16665,601,450,418,0,2582,3052,90,506,424,3,1039,560,8,171,146,9,474,206,6,4,50,2,199,263,5,1307,1065,25,3625,6193,399,504,391,7,230,288,0,223,313,4,1304,842,7,697,878,8,1005,621,4,221,384,3,651,357,21,247,214,0
2021-08-06,06-08-2021,8895,19209,615,450,479,0,1193,3519,91,505,494,3,960,673,8,0,182,9,227,220,6,0,56,2,199,297,5,759,1245,25,1693,7141,400,504,440,7,230,324,6,214,370,4,760,952,7,112,1002,12,350,716,4,221,417,3,483,419,23,35,263,0
2021-08-07,07-08-2021,337,20659,616,0,520,0,0,3825,84,0,542,3,0,738,8,0,196,9,0,237,5,0,59,2,0,317,5,0,1355,25,300,7657,400,37,462,7,0,341,6,0,402,4,0,1020,10,0,1074,14,0,749,4,0,441,3,0,439,27,0,285,0
2021-08-08,08-08-2021,0,21989,653,0,543,0,0,4095,83,0,584,3,0,790,7,0,211,9,0,253,5,0,62,2,0,335,5,0,1440,25,0,8205,400,0,492,7,0,358,6,0,425,4,0,1064,10,0,1126,37,0,792,4,0,452,13,0,467,27,0,295,6
2021-08-09,09-08-2021,0,24392,664,0,594,0,0,4520,83,0,671,3,0,856,7,0,237,9,0,294,5,0,76,2,0,376,5,0,1579,25,0,9119,403,0,572,7,0,402,6,0,470,4,0,1170,10,0,1236,37,0,877,4,0,497,13,0,517,27,0,329,14
2021-08-10,10-08-2021,27415,760,679,691,0,0,5184,12,86,887,4,3,1048,8,9,234,46,9,397,1,5,76,12,2,466,3,5,1832,0,25,9595,426,406,609,69,7,399,89,9,549,10,4,1391,6,10,1383,45,37,1006,28,5,595,0,16,655,1,27,418,0,14
2021-08-11,11-08-2021,30837,574,679,799,0,0,5738,21,86,1037,36,3,1212,0,9,319,4,9,467,10,5,102,0,2,540,7,5,2017,23,25,10833,110,406,736,41,7,446,114,9,611,26,4,1537,29,10,1497,74,37,1118,39,5,643,7,16,719,27,27,466,6,14
2021-08-12,12-08-2021,31422,2883,685,837,49,0,6000,253,86,1079,105,3,1334,0,9,337,23,9,483,57,5,110,0,2,553,48,5,2049,166,24,10642,1290,406,736,111,7,462,143,14,634,65,5,1565,144,10,1509,202,37,1208,73,5,679,23,16,721,88,28,484,43,14
2021-08-13,13-08-2021,32350,4379,689,861,104,0,6313,356,86,1115,144,3,1479,0,9,349,31,9,488,86,5,126,0,2,574,72,5,2163,235,23,10685,2092,406,741,168,7,471,162,15,655,106,5,1599,209,10,1532,276,40,1256,110,5,708,30,16,732,137,29,503,61,14
2021-08-14,14-08-2021,32736,5415,694,875,138,0,6448,473,86,1133,177,3,1536,0,9,355,42,10,492,99,5,128,0,2,580,86,5,2216,265,23,10685,2635,404,747,187,7,482,164,20,660,138,5,1612,251,10,1541,337,40,1283,134,5,717,43,16,733,170,30,513,76,14
2021-08-15,15-08-2021,51934,6544,692,1189,153,0,11808,641,84,1425,229,3,9431,5,9,500,47,10,577,118,5,566,0,2,1218,94,5,2466,335,23,10696,3140,405,772,215,7,708,178,20,1763,159,5,1723,285,10,1624,415,40,3125,184,4,854,60,16,807,201,30,682,85,14
2021-08-16,16-08-2021,51121,8932,692,1188,231,0,11360,956,84,1425,338,3,9171,56,9,506,66,10,591,132,5,561,11,2,1170,119,5,2500,490,23,10630,4127,405,776,279,7,709,228,20,1753,208,5,1732,389,10,1624,535,40,3077,288,4,856,101,16,799,269,30,693,109,14
2021-08-17,17-08-2021,20825,12078,694,226,309,0,4106,1600,82,293,499,3,661,173,9,146,92,10,139,166,5,62,22,2,217,159,5,1539,700,23,10495,5178,404,161,341,5,103,276,21,371,268,5,663,558,10,809,685,40,394,395,4,153,151,16,159,340,31,128,166,19
2021-08-18,18-08-2021,18331,12477,691,270,304,0,3558,1308,81,408,487,3,876,19,9,151,99,10,111,184,5,88,1,2,175,165,5,1056,805,22,8987,5771,401,141,395,5,144,263,21,394,286,5,286,643,10,637,778,40,551,286,4,175,172,16,156,354,33,167,157,19
2021-08-19,19-08-2021,14857,14603,699,255,372,0,3010,1550,82,416,584,3,917,34,9,153,112,10,97,223,5,91,2,2,175,188,5,549,958,23,7024,6681,402,134,468,7,136,302,21,258,321,5,277,741,13,361,896,40,551,353,4,171,216,16,132,425,33,150,177,19
2021-08-20,20-08-2021,11578,16189,696,241,428,0,2624,1715,81,405,650,3,990,39,9,162,129,10,83,260,5,104,0,2,155,205,5,461,1076,23,4442,7336,401,127,526,7,132,339,21,263,347,4,279,807,13,206,978,40,517,423,4,162,256,16,89,477,33,136,198,19
2021-08-21,21-08-2021,8325,17481,727,238,464,1,2235,1937,98,388,690,3,974,92,9,153,143,10,79,282,6,101,4,2,120,220,5,403,1162,24,1951,7821,412,126,553,7,127,358,21,179,365,4,261,860,13,160,1033,40,509,481,4,155,282,16,59,517,33,107,217,19
2021-08-22,22-08-2021,8685,18278,727,239,502,1,2438,1921,98,401,719,3,1038,65,9,166,146,10,82,303,6,107,0,2,134,221,5,394,1235,24,1975,8264,412,67,590,7,128,383,21,202,373,4,281,889,13,169,1070,40,519,520,4,158,302,16,66,547,33,121,228,19
2021-08-23,23-08-2021,8977,19963,727,239,545,1,2547,2127,97,420,770,3,1092,83,9,180,162,10,85,327,6,106,4,2,145,227,5,418,1325,24,1985,8989,413,67,655,7,128,421,21,211,415,4,284,985,13,173,1146,40,525,578,4,160,347,16,72,608,33,140,249,19
2021-08-24,24-08-2021,9941,20451,745,239,614,1,2616,2323,99,434,832,3,1144,102,9,189,163,10,87,338,8,107,8,2,156,243,5,427,1439,24,1798,9555,413,75,687,7,128,442,28,221,449,5,1225,116,16,172,1218,40,534,621,4,163,367,19,74,662,33,152,272,19
2021-08-25,25-08-2021,9371,21557,754,239,654,1,2636,2532,100,438,862,3,1152,126,9,192,171,10,88,357,8,107,11,2,158,261,5,432,1526,24,1168,9968,414,75,723,7,128,443,35,224,462,5,1229,158,16,174,1281,40,537,655,4,163,392,19,74,686,33,157,289,19
2021-08-26,26-08-2021,32488,118,754,950,0,1,5497,13,100,1363,0,3,1357,0,9,370,18,10,471,3,8,122,0,2,449,0,5,2095,8,25,11461,55,413,866,0,7,573,17,35,734,4,5,1457,0,16,1555,0,40,1284,0,4,582,0,19,827,0,33,475,0,19
2021-08-27,27-08-2021,33631,329,754,994,0,1,5737,12,101,1409,0,3,1422,0,9,383,20,10,499,4,8,130,0,2,483,0,5,2212,10,25,11669,256,413,905,0,7,600,17,35,760,4,5,1500,4,15,1620,0,40,1329,1,4,608,0,19,858,1,33,513,0,19
2021-08-28,28-08-2021,33999,747,751,1022,0,1,5902,12,101,1431,0,3,1450,0,9,389,21,10,510,4,8,130,0,2,491,0,5,2270,10,25,11548,665,413,927,0,7,612,17,35,781,3,5,1515,5,15,1649,0,40,1355,1,4,623,0,19,867,9,30,527,0,19
2021-08-29,29-08-2021,34507,1126,751,1036,0,1,6064,12,101,1456,0,3,1488,0,9,402,21,10,523,4,8,131,0,2,500,0,5,2333,12,25,11513,1032,413,950,0,7,628,17,35,798,3,5,1534,7,15,1693,0,40,1402,1,4,633,0,19,878,17,30,545,0,19
2021-08-30,30-08-2021,36749,148,751,1075,0,1,6304,13,101,1487,0,3,1539,0,9,416,21,10,538,4,8,133,0,2,515,0,5,2402,34,25,12918,33,413,1011,0,7,649,17,35,820,3,5,1581,15,15,1740,0,40,1470,2,4,658,0,19,930,6,30,563,0,19
2021-08-31,31-08-2021,35122,299,749,1107,0,1,5867,13,101,1287,0,3,744,0,9,316,22,9,531,4,8,135,0,2,466,0,5,2320,146,25,13427,35,413,1052,0,7,663,17,35,832,3,5,1323,20,15,1736,0,40,1323,2,4,666,0,18,899,37,30,428,0,19
2021-09-01,01-09-2021,35081,684,749,1138,7,1,5759,66,101,1311,9,3,553,11,9,305,23,9,546,7,8,137,1,2,414,4,5,2233,238,25,13798,144,413,1081,5,7,691,19,35,833,6,5,1089,33,15,1819,10,40,1360,14,4,679,11,18,903,75,30,432,1,19
2021-09-02,02-09-2021,34713,1332,747,1125,1,1,5627,93,101,1346,7,3,535,8,9,278,19,9,558,3,8,128,0,2,431,7,5,2186,339,24,13809,678,412,1129,0,7,708,17,35,785,3,5,886,37,15,1817,1,40,1330,4,4,683,17,18,911,93,30,441,5,19
2021-09-03,03-09-2021,33532,1966,738,1036,0,1,5496,167,99,1333,14,3,458,14,9,261,17,9,549,4,8,90,0,2,439,8,5,2153,394,24,13453,1077,411,1164,6,7,705,17,30,722,3,5,655,42,15,1829,54,39,1157,6,4,672,19,18,917,114,30,443,10,19
2021-09-04,04-09-2021,32111,2451,731,1010,0,1,5030,198,99,1206,19,3,371,19,9,255,16,9,522,8,8,47,0,2,433,9,5,2106,445,24,13071,1393,409,1177,6,7,639,15,30,711,3,5,638,47,14,1814,106,36,1149,10,4,572,21,18,916,122,29,444,14,19
2021-09-05,05-09-2021,32191,3156,699,1022,0,1,4915,337,99,1230,25,3,358,25,9,263,17,9,533,9,8,50,0,2,454,9,5,2092,487,24,13083,1820,408,1159,8,6,660,17,30,722,4,5,666,49,14,1814,156,13,1198,11,4,584,28,16,927,136,29,461,18,14
2021-09-06,06-09-2021,38230,3883,692,1431,0,1,5055,1342,99,1431,80,3,527,255,9,375,9,9,736,28,8,54,67,2,659,39,5,2208,927,24,15828,20,408,1406,12,6,815,39,30,924,3,5,1049,67,14,1843,409,13,1495,223,4,676,130,16,1150,181,29,568,52,7
2021-09-07,07-09-2021,24262,5376,686,784,0,1,2880,1703,100,558,90,3,409,282,8,188,10,9,395,47,8,22,62,2,399,45,5,1320,1015,24,12126,821,407,730,26,6,497,39,29,573,3,5,902,73,14,602,485,12,923,258,4,277,138,13,416,212,29,261,67,7
2021-09-08,08-09-2021,17791,7358,684,738,39,1,1443,2090,99,536,145,3,408,329,8,145,25,9,283,80,8,11,72,2,392,66,5,733,1168,24,8354,1683,407,718,55,6,431,52,28,524,31,5,889,138,14,446,546,12,806,315,4,276,168,13,399,268,29,259,88,7
2021-09-09,09-09-2021,19606,693,682,654,9,1,2886,168,99,583,15,3,785,17,8,90,2,9,363,14,8,80,7,2,477,15,5,1550,64,23,6630,214,407,796,14,6,420,14,28,259,21,5,990,0,14,913,51,12,964,38,4,425,8,13,572,22,28,169,0,7
2021-09-10,10-09-2021,14402,2038,675,307,28,1,2689,457,99,471,53,3,589,48,8,74,9,9,172,31,8,78,10,2,409,33,5,1486,162,23,3900,797,405,767,51,6,338,29,26,239,36,5,770,32,14,622,90,11,578,80,3,292,30,13,505,51,27,116,11,7
2021-09-11,11-09-2021,10684,877,670,77,27,2,2768,132,99,175,53,3,408,50,8,47,2,8,105,26,8,74,11,2,93,36,5,1381,67,23,3171,219,405,202,61,6,91,14,22,49,41,5,280,0,14,659,17,11,429,56,3,198,32,13,349,33,26,128,0,7
2021-09-12,12-09-2021,10589,1271,665,79,31,2,2768,219,99,175,66,3,408,63,8,49,3,8,105,29,8,74,13,2,93,43,5,1382,95,23,3173,396,405,84,74,6,96,14,22,49,46,4,282,8,14,659,25,11,431,69,3,200,37,13,352,40,26,130,0,3
2021-09-13,13-09-2021,10598,1891,664,81,36,2,2768,319,99,175,76,3,408,89,8,49,7,8,105,48,8,74,15,2,93,54,5,1382,138,23,3173,674,405,87,93,6,96,18,22,49,55,4,282,29,14,659,47,11,432,90,3,200,43,13,353,53,26,132,7,2
2021-09-14,14-09-2021,7747,1872,663,99,4,2,2519,57,99,186,10,3,218,6,8,30,6,8,61,30,8,23,4,2,109,9,5,1022,53,23,1319,1602,405,239,12,6,75,13,22,120,10,4,300,18,14,520,10,11,570,8,3,118,3,13,187,10,25,32,7,2
2021-09-15,15-09-2021,9823,791,662,125,9,2,2485,83,99,228,14,3,274,7,8,29,8,8,82,36,8,34,4,2,118,14,5,995,57,23,3297,323,404,204,30,6,90,14,22,156,10,4,325,73,14,547,53,11,421,17,3,127,5,13,239,14,25,47,20,2
2021-09-16,16-09-2021,10473,1149,660,139,20,2,2801,125,99,266,20,3,318,10,8,45,8,8,103,40,8,39,4,2,136,21,5,1052,122,22,3342,339,404,206,60,6,100,18,22,176,10,4,325,136,13,468,128,11,470,31,3,160,6,13,266,24,25,61,27,2
2021-09-17,17-09-2021,10922,2401,659,174,35,2,2869,228,99,305,24,3,368,14,8,64,8,8,131,47,8,54,6,2,170,27,5,994,236,22,3449,984,403,206,138,6,123,39,22,225,12,4,324,200,13,467,204,11,435,112,3,196,8,13,283,36,25,85,43,2
2021-09-18,18-09-2021,8781,2886,637,131,46,2,2015,255,86,269,27,3,375,18,8,43,10,8,133,51,7,53,7,2,174,28,5,544,268,22,3441,1277,395,203,154,6,44,42,22,209,11,4,116,221,13,147,238,11,401,128,3,202,14,13,231,41,25,50,50,2
2021-09-19,19-09-2021,9130,3480,635,140,54,2,2147,288,86,275,39,3,406,28,8,50,10,8,148,57,7,57,9,2,187,29,5,560,320,22,3503,1626,394,177,184,5,49,45,22,224,13,4,116,240,13,149,265,11,427,146,3,209,21,13,249,49,25,57,57,2
2021-09-20,20-09-2021,9627,4707,635,157,62,2,2310,508,86,284,50,3,455,33,8,60,11,8,158,61,7,61,11,2,201,36,5,581,432,22,3613,2306,394,177,217,5,54,50,22,245,16,4,116,273,13,151,314,11,449,183,3,215,24,13,273,58,25,67,62,2
2021-09-21,21-09-2021,10791,1593,620,145,31,2,1522,265,85,348,18,3,454,29,8,75,8,8,184,13,5,53,13,2,188,13,5,751,128,21,4448,670,392,206,84,5,88,35,18,273,18,4,363,49,10,450,70,11,546,86,3,246,11,11,323,40,25,128,12,2
2021-09-22,22-09-2021,10396,1800,612,156,32,2,1330,290,85,383,21,3,490,32,8,86,9,8,120,15,5,55,15,2,213,14,5,817,153,21,3999,757,391,203,91,5,96,36,11,296,19,4,371,79,10,449,74,11,591,95,3,249,13,11,351,41,25,141,14,2
2021-09-23,23-09-2021,10309,2266,611,170,31,2,1419,296,85,422,24,3,464,34,8,97,10,8,132,15,5,59,15,2,232,16,5,773,248,21,3931,1046,390,216,93,5,114,35,11,208,19,4,375,120,10,464,77,11,613,118,3,219,17,11,246,40,25,155,12,2
2021-09-24,24-09-2021,10205,2846,609,193,34,2,1401,328,84,459,31,3,438,35,8,103,10,8,128,20,5,54,15,2,245,17,5,795,317,21,3818,1426,390,237,99,5,125,38,11,221,21,3,386,149,10,437,80,11,568,148,3,196,21,11,234,45,25,167,12,2
2021-09-25,25-09-2021,8008,3266,608,106,36,2,1372,377,84,179,34,3,166,36,8,27,10,8,135,23,5,15,14,2,119,19,5,617,375,21,3548,1675,389,259,101,5,71,39,11,72,23,3,272,170,10,458,83,11,271,168,3,91,24,11,141,47,25,89,12,2
2021-09-26,26-09-2021,8336,3718,607,111,40,2,1437,412,84,208,36,3,199,38,8,28,17,8,147,25,5,17,14,2,120,35,5,623,429,20,3618,1962,389,270,104,5,80,41,11,87,23,3,273,188,10,487,86,11,283,178,3,94,26,11,157,48,25,97,16,2
2021-09-27,27-09-2021,8619,4924,607,130,41,2,1412,607,84,230,48,3,232,53,8,29,32,8,155,35,5,21,17,2,122,66,5,631,536,20,3713,2534,389,268,152,5,92,51,11,111,34,3,277,242,10,517,108,11,308,225,3,96,35,11,178,74,25,97,34,2
2021-09-28,28-09-2021,8027,2217,607,136,52,2,1250,356,84,150,30,3,285,42,8,44,11,8,186,20,5,25,17,2,148,30,5,708,186,20,3492,990,389,212,67,5,110,36,11,131,26,3,278,76,10,234,101,11,316,88,3,125,17,11,169,44,25,28,28,2
2021-09-29,29-09-2021,7762,2638,607,151,60,2,1127,381,84,172,30,3,303,44,8,58,10,8,153,21,5,31,17,2,138,35,5,763,194,20,3243,1341,389,174,68,5,129,38,11,131,28,3,327,83,10,191,106,11,329,89,3,151,18,11,163,44,25,28,31,2
2021-09-30,30-09-2021,7712,3244,606,118,76,2,1170,462,83,190,33,3,322,47,8,69,10,8,166,21,5,31,19,2,133,38,5,781,254,20,2992,1753,389,212,72,5,143,39,11,144,27,3,369,89,10,193,110,11,351,94,3,166,19,11,130,47,25,32,34,2
2021-10-01,01-10-2021,7007,5260,606,116,110,2,1088,850,83,169,84,3,268,131,8,64,28,8,94,56,5,32,25,2,126,67,5,758,466,20,2705,2483,389,219,123,5,118,64,11,127,66,3,315,137,10,185,196,11,337,194,3,122,45,11,131,79,25,33,56,2
2021-10-02,02-10-2021,5536,5268,598,15,111,1,978,851,83,56,84,3,123,132,8,63,31,8,51,56,5,5,25,2,94,67,5,573,467,20,2314,2484,387,219,123,5,30,64,11,31,66,3,309,137,8,170,196,11,285,194,3,57,45,9,130,79,25,33,56,1
2021-10-03,03-10-2021,5478,5268,598,15,111,1,949,851,83,56,84,3,123,132,8,63,31,8,51,56,5,5,25,2,94,67,5,573,467,20,2314,2484,387,190,123,5,30,64,11,31,66,3,309,137,8,170,196,11,285,194,3,57,45,9,130,79,25,33,56,1
2021-10-04,04-10-2021,5384,6738,598,15,129,1,884,1134,83,56,118,3,123,168,8,63,45,8,51,72,5,5,31,2,94,91,5,568,585,20,2291,3160,387,189,153,5,30,71,11,31,101,3,309,172,8,170,227,11,285,252,3,57,56,9,130,106,25,33,67,1
2021-10-05,05-10-2021,3763,8717,598,14,174,1,600,1454,83,56,174,4,105,211,8,49,64,8,44,102,5,0,34,2,93,122,5,531,742,20,1447,4029,388,138,207,5,17,91,10,30,153,3,136,238,8,147,298,11,161,313,3,57,89,9,111,138,25,27,84,0
2021-10-06,06-10-2021,13748,58,597,201,0,1,2266,13,83,259,0,4,356,0,8,122,0,8,164,4,5,37,0,2,247,0,5,1364,14,20,5964,15,388,393,0,5,133,8,9,207,3,3,432,0,8,496,0,11,524,1,3,166,0,9,286,0,25,131,0,0
2021-10-07,07-10-2021,13458,61,596,219,0,1,2258,12,83,288,0,4,419,0,7,106,0,8,146,4,5,39,0,2,222,0,5,1468,13,20,5389,21,388,421,0,5,141,8,9,227,3,3,491,0,8,496,0,11,541,0,3,151,0,9,286,0,25,150,0,0
2021-10-08,08-10-2021,13618,287,595,227,0,1,2406,0,83,287,0,4,426,0,7,124,0,8,160,4,5,41,0,2,224,0,5,1223,14,20,5516,269,387,459,0,5,171,0,9,259,0,3,550,0,8,439,0,11,518,0,3,158,0,9,290,0,25,140,0,0
2021-10-09,09-10-2021,12411,443,594,160,0,1,2265,0,83,146,0,4,287,0,7,90,0,8,167,4,5,41,0,2,144,0,5,1138,15,20,5597,424,386,288,0,5,91,0,9,203,0,3,435,0,8,452,0,11,510,0,3,114,0,9,137,0,25,146,0,0
2021-10-10,10-10-2021,12881,614,594,172,0,1,2365,0,83,163,3,4,308,0,7,94,0,8,174,5,5,42,0,2,158,2,5,1193,17,20,5728,579,386,232,0,5,110,0,9,226,0,3,456,8,8,474,0,11,551,0,3,133,0,9,149,0,25,153,0,0
2021-10-11,11-10-2021,13679,986,593,183,0,1,2561,0,83,186,4,4,329,0,7,105,0,8,201,5,5,49,0,2,179,2,5,1292,21,20,5901,905,385,256,0,5,126,0,9,253,0,3,474,44,8,505,0,11,581,0,3,146,5,9,185,0,25,167,0,0
2021-10-12,12-10-2021,11377,1599,593,194,0,1,2806,1,83,190,13,4,218,0,7,110,0,8,168,9,5,38,0,2,174,7,5,1020,23,20,3756,1457,385,285,0,5,94,0,9,278,0,3,492,77,8,530,0,11,553,1,3,137,11,9,158,0,25,176,0,0
2021-10-13,13-10-2021,10231,26,593,212,0,1,2109,1,83,229,1,4,268,0,7,122,3,8,192,1,5,45,0,2,209,0,5,695,16,20,3376,3,385,130,0,5,112,0,9,313,0,3,619,0,8,570,1,11,522,0,3,132,0,9,190,0,25,186,0,0
2021-10-14,14-10-2021,9508,267,593,234,0,1,1709,1,83,244,0,4,315,0,7,131,5,8,151,1,5,49,0,2,234,1,5,516,16,20,3252,222,385,154,0,5,128,1,9,341,0,3,669,6,8,300,3,11,559,0,3,120,4,9,208,6,25,194,1,0
2021-10-15,15-10-2021,7922,655,593,170,0,1,1338,24,83,74,0,4,315,0,7,95,1,8,108,6,5,51,0,2,116,1,5,436,28,20,3005,525,385,181,1,5,123,4,9,292,0,3,642,31,8,252,3,11,236,0,3,65,6,9,217,24,25,206,1,0
2021-10-16,16-10-2021,4773,1068,593,38,0,1,739,90,83,65,0,4,145,0,7,25,2,8,67,18,5,15,0,2,60,1,5,272,69,20,2515,766,385,105,1,5,38,8,9,103,0,3,188,65,8,97,3,11,164,0,3,61,11,9,49,33,25,27,1,0
2021-10-17,17-10-2021,4996,1502,593,45,0,1,766,180,83,87,0,4,166,0,7,31,3,8,70,29,5,17,0,2,65,1,5,294,112,20,2574,1015,385,77,3,5,45,9,9,118,0,3,190,89,8,112,3,11,177,0,3,68,15,9,60,39,25,34,4,0
2021-10-18,18-10-2021,5189,2504,592,59,5,1,780,384,83,95,6,4,196,22,7,40,11,8,72,49,5,19,2,2,72,9,5,304,209,20,2597,1503,384,77,23,5,55,16,9,135,10,3,194,138,8,113,31,11,190,10,3,76,21,9,74,49,25,41,6,0
2021-10-19,19-10-2021,6349,48,592,76,0,1,1023,0,83,112,0,4,231,0,7,49,4,8,118,1,5,22,0,2,98,0,5,397,30,20,2769,1,384,137,0,5,70,12,9,185,0,3,372,0,8,179,0,11,206,0,3,107,0,9,144,0,25,54,0,0
2021-10-20,20-10-2021,6385,258,592,88,0,1,898,19,83,132,0,4,267,0,7,61,5,8,137,1,5,24,0,2,102,3,5,404,103,20,2775,111,384,78,0,5,87,12,9,216,0,3,415,4,8,117,0,11,255,0,3,106,0,9,162,0,25,61,0,0
